Words,Part,Meaning,Date,Link
cacophony,n.,不和谐的音,12月25日,1041-1060.txt
besmirch,v.,诽谤,12月25日,1041-1060.txt
surrogate,v.&n.,代理,12月25日,1041-1060.txt
poseur,n.,装模做样的人,12月25日,1061-1080.txt
garble,v.,使混乱,12月25日,1061-1080.txt
hangdog,adj.,伤心的,12月25日,1061-1080.txt
canard,n.,误传.谣言,12月25日,1061-1080.txt
embezzle,v.,盗用.从信任你的人那偷钱,12月25日,1061-1080.txt
scrimp,adj.,吝啬的,12月25日,1061-1080.txt
belabor,v.,反复说.抨击,12月25日,1061-1080.txt
nauseate,v.,让人作呕,12月25日,1061-1080.txt
agonize,v.,极大的痛苦,12月25日,1061-1080.txt
coda,n.,结尾,12月25日,1061-1080.txt
hidebound,adj.,死板的.顽固的,12月25日,1061-1080.txt
hallmark,n.,金质品的纯度标签,12月26日,1061-1080.txt
macerate,v.,浸软.销售,12月26日,1061-1080.txt
kudos,n.,荣誉,12月26日,1061-1080.txt
galvanize,v.,镀锌,12月26日,1061-1080.txt
wanderlust,n.,旅游的欲望,12月26日,1061-1080.txt
pejorative,adj.&n.、,轻蔑的（话）,12月26日,1061-1080.txt
castigate,v.,严厉批评,12月26日,1061-1080.txt
stoke,v.,添加燃料,12月26日,1061-1080.txt
debilitate,v.,使衰弱,12月26日,1061-1080.txt
abash,v.&adj.,使局促不安；窘迫的,12月26日,1081-1100.txt
leery,adj.,狡猾的,12月26日,1081-1100.txt
posit,v.&n.,假定；论断,12月26日,1081-1100.txt
etch,n.&v.,蚀刻,12月26日,1081-1100.txt
molt,v.,换毛（期）,12月26日,1081-1100.txt
denude,v.,脱去,12月26日,1081-1100.txt
contort,v.,扭曲,12月26日,1081-1100.txt
beleaguer,v.,围攻,12月26日,1081-1100.txt
anachronistic,adj.,时代错误的,12月26日,1081-1100.txt
patina,n.,绿锈,12月26日,1081-1100.txt
myopic,n.&adj.,近视（的）,12月26日,1081-1100.txt
excrete,v.,排泄,12月26日,1081-1100.txt
manumit,v.,解放,12月26日,1081-1100.txt
macabre,adj.,骇人的,12月26日,1081-1100.txt
berate,v.,猛烈责骂,12月26日,1081-1100.txt
bumble,v.,嗡嗡叫,12月26日,1081-1100.txt
truncate,v.&adj.,截短（的）,12月27日,1081-1100.txt
annotate,v.&n.,注释（者）,12月27日,1081-1100.txt
indurate,v.&adj.,变坚固；（变）冷酷,12月27日,1081-1100.txt
decant,v.,轻轻倒出,12月27日,1081-1100.txt
victimize,v.,使受害,12月27日,1101-1120.txt
abrade,v.,磨损,12月27日,1101-1120.txt
juggernaut,n.,不可停止的强大力量,12月27日,1101-1120.txt
demotic,adj.,通俗的.民众的,12月27日,1101-1120.txt
dichotomy,n.,二分.本质对立；（相反的两个事物的差别）,12月27日,1101-1120.txt
congruent,adj.,全等的,12月27日,1101-1120.txt
plangent,adj.,轰鸣的.悲切的,12月27日,1101-1120.txt
matriculate,v.&n.,准许入学（的人）,12月27日,1101-1120.txt
cosset,v.&n.,宠爱（的物）,12月27日,1101-1120.txt
jettison,v.&n.,向外抛弃,12月27日,1101-1120.txt
belligerence,n.,好战,12月27日,1101-1120.txt
roil,v.,惹怒.让沮丧,12月27日,1101-1120.txt
eavesdrop,v.,偷听,12月27日,1101-1120.txt
raffish,adj.,轻浮的,12月27日,1101-1120.txt
heckle,v.&n.,刁难.起哄,12月27日,1101-1120.txt
quotidian,adj.,每天的,12月27日,1101-1120.txt
glitch,n.,小故障,12月27日,1101-1120.txt
undergird,v.,巩固底部.加强,12月27日,1101-1120.txt
ostracize,v.,放逐,12月27日,1101-1120.txt
ineluctable,adj.,不可改变的,12月27日,1101-1120.txt
pleat,n.,褶,12月27日,1121-1140.txt
excoriate,v.,严厉批评,12月28日,1121-1140.txt
accrete,v.,一起增长,12月28日,1121-1140.txt
stasis,n.,平衡.停滞,12月28日,1121-1140.txt
lackluster,n.&adj.,没有光泽（的）,12月28日,1121-1140.txt
hubris,n.,傲慢,12月28日,1121-1140.txt
emaciate,v.,使消瘦.使衰弱,12月28日,1121-1140.txt
pulchritude,n.,漂亮,12月28日,1121-1140.txt
svelte,adj.,体态苗条的,12月28日,1121-1140.txt
jingoist,n.,沙文主义者,12月28日,1121-1140.txt
cadge,v.,乞求.行乞,12月28日,1121-1140.txt
incubate,v.,孵卵,12月28日,1121-1140.txt
rookie,n.,新手,12月28日,1121-1140.txt
teeter,v.,使摇摆,12月28日,1121-1140.txt
minutia,n.,小细节,12月28日,1121-1140.txt
tangy,adj.,像柠檬一样酸的.有刺激性的,12月28日,1121-1140.txt
hodgepodge,n.,大杂烩,12月28日,1121-1140.txt
cavort,v.,欢快的蹦走,12月28日,1121-1140.txt
moratorium,n.,暂停,12月28日,1121-1140.txt
obfuscate,v.,复杂难以理解的,12月28日,1121-1140.txt
aggrieve,v.,使悲痛,12月28日,1141-1160.txt
panache,n.,羽饰,12月28日,1141-1160.txt
faze,v.,使慌乱,12月28日,1141-1160.txt
bifurcate,v.,分为两支,12月28日,1141-1160.txt
proselytize,v.,使皈依,12月28日,1141-1160.txt
spoof,n.&v.,对电影等滑稽的模仿；揶揄,12月28日,1141-1160.txt
deadpan,adj.,面无表情的,12月29日,1141-1160.txt
divestiture,n.,剥夺.脱衣,12月29日,1141-1160.txt
dilapidate,v.,毁坏.荒废,12月29日,1141-1160.txt
scads,n.,大量,12月29日,1141-1160.txt
draconian,adj.,严峻的,12月29日,1141-1160.txt
footloose,adj.,自由自在的,12月29日,1141-1160.txt
repatriate,v.,遣返,12月29日,1141-1160.txt
primp,v.,精心打扮,12月29日,1141-1160.txt
preempt,v.,制止,12月29日,1141-1160.txt
analgesic,adj.,阵痛的,12月29日,1141-1160.txt
rambunctious,adj.,难控制的,12月29日,1141-1160.txt
collude,v.,共谋,12月29日,1141-1160.txt
tycoon,n.,有钱有势的大企业家,12月29日,1141-1160.txt
decode,v.,解码,12月29日,1141-1160.txt
placebo,n.,安慰剂,12月29日,1161-1180.txt
lambaste,v.,严责.痛骂,12月29日,1161-1180.txt
expurgate,v.,净化,12月29日,1161-1180.txt
self.abasement,n.,自卑.自谦,12月29日,1161-1180.txt
acclimate,v.,适应新环境,12月29日,1161-1180.txt
bask,v.,晒太阳,12月29日,1161-1180.txt
intransigent,adj.,固执的,12月29日,1161-1180.txt
lionize,v.,崇拜,12月29日,1161-1180.txt
proponent,n.,支持者,12月29日,1161-1180.txt
beige,n.&adj.,米黄色（的）,12月29日,1161-1180.txt
conflate,v.,合并,12月30日,1161-1180.txt
labile,adj.,易变化的.不稳定的,12月30日,1161-1180.txt
serendipity,n.,机缘巧合,12月30日,1161-1180.txt
stymie,v.,妨碍.阻止,12月30日,1161-1180.txt
discombobulate,v.,使困惑,12月30日,1161-1180.txt
offbeat,adj.,离奇的,12月30日,1161-1180.txt
foolproof,adj.,万无一失的,12月30日,1161-1180.txt
concatenate,v.&adj.,连锁（的）,12月30日,1161-1180.txt
gaffe,n.,失态,12月30日,1161-1180.txt
cronyism,n.,任人唯亲,12月30日,1161-1180.txt
counterproductive,adj.,反效果的,12月30日,1181-1200.txt
backfire,v.,逆火；产生事与愿违的结果,12月30日,1181-1200.txt
malinger,v.,装病逃避工作,12月30日,1181-1200.txt
charisma,n.,魅力,12月30日,1181-1200.txt
calibrate,v.,校准,12月30日,1181-1200.txt
imprecise,adj.,不精确的,12月30日,1181-1200.txt
sequela,n.,后遗症,12月30日,1181-1200.txt
stonewell,v.,阻碍,12月30日,1181-1200.txt
defuse,v.,拆除炸弹的引信；平息,12月30日,1181-1200.txt
incinerate,v.,完全焚化,12月30日,1181-1200.txt
desiccate,v.,完全干涸,12月30日,1181-1200.txt
underdog,n.,输家.受害者,12月30日,1181-1200.txt
denigrate,v.,抹黑,12月30日,1181-1200.txt
pandemic,adj.,（疾病）流行的,12月30日,1181-1200.txt
ingest,v.,咽下.摄取,12月30日,1181-1200.txt
serried,adj.,密集的.林立的,12月31日,1181-1200.txt
stricture,n.,谴责；束缚,12月31日,1181-1200.txt
revelry,n.,狂欢,12月31日,1181-1200.txt
hortative,adj.,激励的,12月31日,1181-1200.txt
valediction,n.,告别演说,12月31日,1181-1200.txt
dissect,v.,解剖,12月31日,1201-1220.txt
retrench,v.,节省,12月31日,1201-1220.txt
reverberate,v.,弹回.反复弹起的声音,12月31日,1201-1220.txt
fluky,adj.,侥幸的.偶然的,12月31日,1201-1220.txt
fail.safe,n.&adj.,保险措施；万无一失的,12月31日,1201-1220.txt
spindly,adj.,纺锤形的,12月31日,1201-1220.txt
smarmy,adj.,迎奉的.讨好的,12月31日,1201-1220.txt
extrapolate,v.,进行推断,12月31日,1201-1220.txt
disinfect,v.,消毒,12月31日,1201-1220.txt
stipple,v.,点画,12月31日,1201-1220.txt
offish,adj.,冷淡的.疏远的,12月31日,1201-1220.txt
bruit,v.&n.,谣传；传谣,12月31日,1201-1220.txt
nitpick,v.,挑剔,12月31日,1201-1220.txt
grueling,adj.,折磨人的.难的；,12月31日,1201-1220.txt
categorical,adj.,直截了当的；属于某一类的,12月31日,1201-1220.txt
veracious,adj.,诚实的,12月31日,1201-1220.txt
retouch,v.&n.,润饰（改善表面）,12月31日,1201-1220.txt
teetotalism,n.,禁酒,1月1日,1201-1220.txt
voyeur,n.,窥淫狂者,1月1日,1201-1220.txt
wizen,v.&adj.,凋谢.枯萎（的）,1月1日,1201-1220.txt
debark,v.,下船.登陆,1月1日,1221-1240.txt
vituperate,v.,痛斥,1月1日,1221-1240.txt
prepossessing,adj.,给人好感的.有魅力的,1月1日,1221-1240.txt
exult,v.,狂喜,1月1日,1221-1240.txt
prowess,n.,超凡的技术,1月1日,1221-1240.txt
arresting,adj.,引人注目的,1月1日,1221-1240.txt
dispassionate,adj.,平心静气的.不带感情的,1月1日,1221-1240.txt
off.key,adj.,不和谐的,1月1日,1221-1240.txt
churl,n.,吝啬鬼,1月1日,1221-1240.txt
synchronous,adj.,同时的,1月1日,1221-1240.txt
misapprehension,n.,错误的理解,1月1日,1221-1240.txt
licentious,adj.,纵欲的,1月1日,1221-1240.txt
buttress,n.,拱壁,1月1日,1221-1240.txt
rumple,v.&n.,弄皱；皱纹,1月1日,1221-1240.txt
dolorous,adj.,忧伤的.悲痛的,1月1日,1221-1240.txt
condole,v.,慰问.哀悼,1月1日,1221-1240.txt
discompose,v.,使烦恼.使失态,1月1日,1221-1240.txt
mannered,adj.,装模做样的,1月1日,1221-1240.txt
discommode,v.,使不方便,1月1日,1221-1240.txt
rostrum,n.,讲坛,1月1日,1221-1240.txt
riveting,adj.,非常精彩的,1月1日,1241-1260.txt
nonentity,n.,虚无；无能力的人,1月1日,1241-1260.txt
votary,n.,支持者,1月2日,1241-1260.txt
privation,n.,缺乏,1月2日,1241-1260.txt
supine,adj.,仰卧的,1月2日,1241-1260.txt
ubiquitous,adj.,普遍存在的,1月2日,1241-1260.txt
supplicate,v.,恳求,1月2日,1241-1260.txt
cloudburst,n.,暴雨,1月2日,1241-1260.txt
raspy,adj.,声音沙哑的,1月2日,1241-1260.txt
slovenly,adj.,不整洁的,1月2日,1241-1260.txt
impenitent,adj.,不悔悟的,1月2日,1241-1260.txt
implode,v.,向内爆炸,1月2日,1241-1260.txt
savant,n.,博学之士,1月2日,1241-1260.txt
sweltering,adj.,酷热的,1月2日,1241-1260.txt
fretful,adj.,烦躁的.焦躁的,1月2日,1241-1260.txt
friable,adj.,易碎的,1月2日,1241-1260.txt
loutish,adj.,粗野的.笨拙的,1月2日,1241-1260.txt
aspetic,adj.,无菌的.洁净的,1月2日,1241-1260.txt
asperity,n.,粗糙；气候严酷,1月2日,1241-1260.txt
coltish,adj.,放浪不拘的,1月2日,1241-1260.txt
full.bodied,adj.,浓郁的,1月2日,1261-1280.txt
commodious,adj.,宽敞的,1月2日,1261-1280.txt
willful,adj.,任性的,1月2日,1261-1280.txt
complaisance,n.,迁就,1月2日,1261-1280.txt
dissension,n.,意见分歧,1月2日,1261-1280.txt
tatty,adj.,老旧的；不整洁的,1月2日,1261-1280.txt
fitful,adj.,不定的；老旧的,1月2日,1261-1280.txt
unassailable,adj.,无可争辩的,1月2日,1261-1280.txt
ceremonious,adj.,隆重的,1月2日,1261-1280.txt
seamy,adj.,丑恶的,1月2日,1261-1280.txt
superimpose,v.,叠放,1月2日,1261-1280.txt
pucker,v.,折叠；缩拢,1月2日,1261-1280.txt
unflappable,adj.,镇定自若的,1月3日,1261-1280.txt
zeaplot,n.,狂热分子,1月3日,1261-1280.txt
frosty,adj.,结霜的,1月3日,1261-1280.txt
shiftless,adj.,没有动力的,1月3日,1261-1280.txt
willy.nilly,adj.,随意的,1月3日,1261-1280.txt
ingratiating,adj.,讨好的,1月3日,1261-1280.txt
ascendant,adj.&n.,上升的；优势,1月3日,1261-1280.txt
montage,n.,蒙太奇,1月3日,1261-1280.txt
indoctrinate,v.,灌输思想,1月3日,1281-1300.txt
sere,adj.,干枯的.凋萎的,1月3日,1281-1300.txt
indecorous,adj.,不得体的,1月3日,1281-1300.txt
convalesce,v.,渐渐康复,1月3日,1281-1300.txt
splutter,n.,急忙说的话,1月3日,1281-1300.txt
featureless,adj.,缺乏特征的,1月3日,1281-1300.txt
remodel,v.,重塑,1月3日,1281-1300.txt
cononize,v.,成为圣徒；褒扬,1月3日,1281-1300.txt
euphoria,n.,极度愉悦,1月3日,1281-1300.txt
amity,n.,友好关系,1月3日,1281-1300.txt
sparing,adj.,节制的,1月3日,1281-1300.txt
provisory,adj.,有附带条件的,1月3日,1281-1300.txt
immemorial,adj.,太古的,1月3日,1281-1300.txt
feisty,adj.,好斗的,1月3日,1281-1300.txt
wiretap,n.&v.,窃听,1月3日,1281-1300.txt
zesty,adj.,强的愉悦的味道,1月3日,1281-1300.txt
eclat,n.,喝彩；辉煌成就；,1月3日,1281-1300.txt
maladroit,adj.,笨拙的,1月3日,1281-1300.txt
attune,v.,调音；使协调（更好理解）,1月3日,1281-1300.txt
smother,v.,窒息,1月3日,1281-1300.txt
bracing,adj.,振奋精神的,1月4日,1301-1320.txt
respire,v.,呼吸,1月4日,1301-1320.txt
turgid,adj.,浮肿的,1月4日,1301-1320.txt
hard.bitten,adj.,顽强的,1月4日,1301-1320.txt
preposterous,adj.,荒谬的,1月4日,1301-1320.txt
resplendent,adj.,华丽的,1月4日,1301-1320.txt
mataphysical,adj.,形而上学的,1月4日,1301-1320.txt
arrhythmic,adj.,没有节奏的,1月4日,1301-1320.txt
mollycoddle,v.&n.,娇惯；娇生惯养的人,1月4日,1301-1320.txt
plenitude,n.,充分；大量,1月4日,1301-1320.txt
somnolence,n.,困倦,1月4日,1301-1320.txt
reconstitude,v.,重新组成,1月4日,1301-1320.txt
diehard,n.&adj.,顽固分子；顽固的,1月4日,1301-1320.txt
intoxicant,adj.,醉人的,1月4日,1301-1320.txt
evanescent,adj.,短暂的,1月4日,1301-1320.txt
anemic,adj.,贫血的,1月4日,1301-1320.txt
bungle,v.&n.,办糟；失败,1月4日,1301-1320.txt
limber,adj.,柔软的,1月4日,1301-1320.txt
mockery,n.,嘲笑,1月4日,1301-1320.txt
blase,adj.,厌倦的,1月4日,1301-1320.txt
susceptibility,n.,易感性的,1月4日,1321-1340.txt
figurine,n.,小雕像,1月4日,1321-1340.txt
estimable,adj.,可尊敬的,1月4日,1321-1340.txt
sodden,adj.,湿透的,1月4日,1321-1340.txt
intemperate,adj.,放纵的,1月4日,1321-1340.txt
equable,adj.,温和的；稳定的,1月4日,1321-1340.txt
grisly,adj.,恐怖的,1月4日,1321-1340.txt
epigram,n.,机制的言语,1月4日,1321-1340.txt
epicure,n.,美食家,1月4日,1321-1340.txt
warmonger,n.,战争贩子,1月4日,1321-1340.txt
abnegate,v.,放弃.舍弃,1月5日,1321-1340.txt
unexceptionable,adj.,无懈可击的.完美的,1月5日,1321-1340.txt
slew,n.,大量,1月5日,1321-1340.txt
gawky,adj.,笨拙的,1月5日,1321-1340.txt
exculpate,v.,声明无罪,1月5日,1321-1340.txt
scrutable,adj.,可理解的,1月5日,1321-1340.txt
earsplitting,adj.,震耳欲聋的,1月5日,1321-1340.txt
acquisitive,adj.,物欲重的,1月5日,1321-1340.txt
spendthrift,adj.,挥霍无度的,1月5日,1321-1340.txt
demote,v.,降职,1月5日,1321-1340.txt
pillory,v.,给上手枷；使嘲笑,1月5日,1341-1360.txt
incriminate,v.,控告,1月5日,1341-1360.txt
calumniate,v.,诽谤.诬陷,1月5日,1341-1360.txt
germinate,v.,发芽.生长,1月5日,1341-1360.txt
renege,v.,食言.背弃,1月5日,1341-1360.txt
extenuate,v.,减轻,1月5日,1341-1360.txt
corrugated,adj.,褶皱的,1月5日,1341-1360.txt
remunerate,v.,给予报酬,1月5日,1341-1360.txt
remonstrance,n.,抗议,1月5日,1341-1360.txt
clarion,n.,号角,1月5日,1341-1360.txt
benificent,adj.,慈善的；善行的,1月5日,1341-1360.txt
chauvinistic,adj.,沙文主义的,1月5日,1341-1360.txt
mutate,v.,编译,1月5日,1341-1360.txt
mangle,v.,损毁,1月5日,1341-1360.txt
requite,v.,报答,1月5日,1341-1360.txt
debunk,v.,证明为假.揭穿真面目,1月5日,1341-1360.txt
execrate,v.,谴责,1月5日,1341-1360.txt
smattering,n.&adj.,浅薄的知识.少量；肤浅的.少许的,1月5日,1341-1360.txt
brassy,adj.,黄铜的；刺耳的,1月6日,1341-1360.txt
particularize,v.,列举,1月6日,1341-1360.txt
apostasy,n.,放弃宗教信仰；变节；背叛,1月6日,1361-1380.txt
bathetic,adj.,平凡的；陈腐的,1月6日,1361-1380.txt
deracinate,v.,根除,1月6日,1361-1380.txt
goldbrick,n.,懒汉,1月6日,1361-1380.txt
beholden,adj.,蒙恩的；负有义务的,1月6日,1361-1380.txt
immanent,adj.,内在的；固有的,1月6日,1361-1380.txt
shopworn,adj.,陈旧的,1月6日,1361-1380.txt
blazon,v.&n.,宣布；装饰,1月6日,1361-1380.txt
tightfisted,adj.,吝啬的,1月6日,1361-1380.txt
scrappy,adj.,好斗的,1月6日,1361-1380.txt
striate,adj.,有条纹的,1月6日,1361-1380.txt
roisterer,n.,喝酒喧哗的人,1月6日,1361-1380.txt
bedeck,v.,装饰.点缀,1月6日,1361-1380.txt
preponderant,adj.,占优势的；压倒性的,1月6日,1361-1380.txt
sop,v.&n.,安慰物；浸湿,1月6日,1361-1380.txt
self.absorbed,adj.,自恋的,1月6日,1361-1380.txt
tactless,adj.,笨拙的,1月6日,1361-1380.txt
imperishable,adj.,不朽的；永恒的,1月6日,1361-1380.txt
behoove,v.,适合；对…有必要,1月6日,1361-1380.txt
canny,adj.,精明的,1月6日,1361-1380.txt
rapscallion,n.,流氓,1月6日,1381-1400.txt
apoplectic,adj.,中风的,1月6日,1381-1400.txt
opine,v.,想；表达观点,1月6日,1381-1400.txt
balky,adj.,停蹄不前,1月6日,1381-1400.txt
diaparage,v.,蔑视,1月6日,1381-1400.txt
levelheaded,adj.,文件的；头脑明智的,1月6日,1381-1400.txt
timeworn,adj.,陈腐的,1月6日,1381-1400.txt
topsy.turvy,adj.,混乱的,1月6日,1381-1400.txt
jarring ,adj.,刺耳的,1月7日,1381-1400.txt
piddling,adj.,琐屑无用的,1月7日,1381-1400.txt
jitters,n.,紧张,1月7日,1381-1400.txt
stouthearted,adj.,勇敢的,1月7日,1381-1400.txt
resuscitate,v.,使复活,1月7日,1381-1400.txt
palpitation,n.,心悸,1月7日,1381-1400.txt
reconvene,v.,重新集合,1月7日,1381-1400.txt
fervid,adj.,热心的,1月7日,1381-1400.txt
unlettered,adj.,未受教育的,1月7日,1381-1400.txt
outmaneuver,v.,用计谋胜过,1月7日,1381-1400.txt
jocular,adj.,搞笑的,1月7日,1381-1400.txt
backslide,v.,倒退,1月7日,1381-1400.txt
ossify,v.,硬化.骨化,1月7日,1401-1420.txt
inculpate,v.,控告,1月7日,1401-1420.txt
extemporize,v.,即兴演说,1月7日,1401-1420.txt
raffle,n.&v.,（抽）彩票,1月7日,1401-1420.txt
skittish,adj.,轻佻的,1月7日,1401-1420.txt
motile,adj.,能动的,1月7日,1401-1420.txt
acerbic,adj.,酸涩的,1月7日,1401-1420.txt
seemly,adj.,适当的,1月7日,1401-1420.txt
taxing,adj.,繁重的,1月7日,1401-1420.txt
ambrosial,adj.,特别美味的,1月7日,1401-1420.txt
recidivate,v.,重新犯罪,1月7日,1401-1420.txt
jape,n.&v.,嘲弄,1月7日,1401-1420.txt
scuff,v.,磨损,1月7日,1401-1420.txt
miniscule,adj.,极小的,1月7日,1401-1420.txt
reprieve,v.,暂缓处罚,1月7日,1401-1420.txt
palter,v.,含糊其辞,1月7日,1401-1420.txt
mottle,n.,斑点,1月7日,1401-1420.txt
fusty,adj.,过时的；发霉的,1月7日,1401-1420.txt
inveigh,v.,痛骂；表示抗议,1月7日,1401-1420.txt
dodder,v.,蹒跚,1月7日,1401-1420.txt
runic,adj.,北欧文字的,1月7日,1421-1423.txt
providential,adj.,由于好运发生在一个好的时间的,1月7日,1421-1423.txt
philanthropic,adj.,博爱的.为他人着想的,1月7日,1421-1423.txt
merited,adj.,理所应当的,1月7日,1421-1424.txt
